Port# , Lane# , PRE3 , PRE2 , PRE , MAIN , POST , POST2
99,3,0,0,-15,135,-19,0
99,4,0,0,-4,149,-9,0
99,5,0,0,-18,143,0,0
99,6,0,0,-11,136,-15,0
99,7,0,0,-12,141,-8,0
99,8,0,0,-19,118,0,0
100,1,0,0,-14,153,0,0
100,2,0,0,-12,130,0,0
100,3,0,0,-14,147,0,0
100,4,0,0,-14,148,0,0
100,5,0,0,0,159,-9,0
100,6,0,0,0,156,-5,0
100,7,0,0,-14,148,0,0
100,8,0,0,-4,150,-4,0
101,1,0,0,0,137,-4,0
101,2,0,0,-19,130,-12,0
101,3,0,0,-13,144,-4,0
101,4,0,0,-15,132,-15,0
101,5,0,0,0,153,-13,0
101,6,0,0,-17,139,-4,0
101,7,0,0,-16,137,-8,0
101,8,0,2,-18,116,-24,0
102,1,0,0,-7,124,-11,0
102,2,0,0,-6,119,-16,0
102,3,0,0,-18,129,-15,0
102,4,0,0,-21,135,-4,0
102,5,0,2,0,146,-16,0
102,6,0,0,-18,145,-4,0
102,7,0,0,-12,141,-8,0
102,8,0,0,-14,130,-18,0
103,1,0,0,-22,138,0,0
103,2,0,2,-18,103,-12,0
103,3,0,0,-18,143,0,0
103,4,0,6,-24,131,-8,0
103,5,0,0,-27,137,0,0
103,6,0,0,-24,145,0,0
103,7,0,0,-28,141,0,0
103,8,0,6,-15,132,-15,0
104,1,0,0,-27,135,0,0
104,2,0,0,-9,122,-29,0
104,3,0,0,-23,139,0,0
104,4,0,0,-20,138,-12,0
104,5,0,0,-25,132,-4,0
104,6,0,0,-21,135,-8,0
104,7,0,0,-14,147,0,0
104,8,0,0,-18,145,-4,0
105,1,0,0,-13,124,-25,0
105,2,0,0,0,168,0,0
105,3,0,0,-19,149,0,0
105,4,0,0,0,160,-5,0
105,5,0,2,-13,126,-20,0
105,6,0,0,-5,157,0,0
105,7,0,0,-14,112,0,0
105,8,0,5,-21,107,0,0
106,1,0,0,-26,137,-4,0
106,2,0,2,0,132,0,0
106,3,0,0,-23,144,0,0
106,4,0,0,-4,152,-4,0
106,5,0,0,-23,139,0,0
106,6,0,0,-4,149,-9,0
106,7,0,6,-21,129,0,0
106,8,0,0,0,146,-16,0
107,1,0,2,-15,133,-12,0
107,2,0,0,-5,96,-13,0
107,3,0,0,-21,131,0,0
107,4,0,0,-4,152,-4,0
107,5,0,2,-13,126,-20,0
107,6,0,0,0,169,0,0
107,7,0,0,-4,143,-4,0
107,8,0,0,0,153,-9,0
108,1,0,0,-22,134,0,0
108,2,0,0,-18,143,0,0
108,3,0,0,-21,136,-4,0
108,4,0,0,-5,156,0,0
108,5,0,0,-18,143,0,0
108,6,0,0,-16,137,-8,0
108,7,0,4,-22,136,0,0
108,8,0,4,-5,103,-16,0
109,1,0,0,-4,142,-15,0
109,2,0,0,-5,158,-5,0
109,3,0,0,-17,139,-4,0
109,4,0,0,-5,163,0,0
109,5,0,0,-18,143,0,0
109,6,0,0,-16,139,-12,0
109,7,0,0,-5,152,-5,0
109,8,0,0,-16,107,-7,0
110,1,0,0,-20,138,-12,0
110,2,0,0,-16,138,-12,0
110,3,0,0,-5,159,-5,0
110,4,0,0,-14,130,-18,0
110,5,0,0,-8,141,-19,0
110,6,0,0,-22,137,0,0
110,7,0,0,-23,145,0,0
110,8,0,2,-10,129,-20,0
111,1,0,0,-8,109,-20,0
111,2,0,0,-10,86,-5,0
111,3,0,0,-11,135,-15,0
111,4,0,0,-17,116,-29,0
111,5,0,0,-8,149,-13,0
111,6,0,0,-12,141,-12,0
111,7,0,0,-22,141,-4,0
111,8,0,0,-12,143,-12,0
112,1,0,0,-22,124,-14,0
112,2,0,4,-21,112,-24,0
112,3,0,0,-18,128,-15,0
112,4,0,0,-35,130,0,0
112,5,0,0,-9,153,-5,0
112,6,0,4,-12,119,-27,0
112,7,0,6,-17,132,0,0
112,8,0,0,-20,125,0,0
113,1,0,3,-16,121,-20,0
113,2,0,0,0,146,-16,0
113,3,0,0,-17,125,-23,0
113,4,0,0,-4,152,-4,0
113,5,0,2,-21,115,-24,0
113,6,0,0,-17,140,-4,0
113,7,0,0,-4,85,-19,0
113,8,0,0,-7,126,-11,0
114,1,0,0,-21,118,-30,0
114,2,0,0,-2,95,-17,0
114,3,0,0,-16,125,-26,0
114,4,0,0,-4,148,-9,0
114,5,0,0,-19,123,-26,0
114,6,0,2,-4,144,-19,0
114,7,0,0,-21,108,0,0
114,8,0,0,-8,147,-12,0
115,1,0,1,-17,111,-23,0
115,2,0,0,0,118,-7,0
115,3,0,0,-18,121,-30,0
115,4,0,0,-4,152,-4,0
115,5,0,0,-18,144,0,0
115,6,0,2,-11,135,-18,0
115,7,0,0,-9,95,0,0
115,8,0,6,-4,143,-8,0
116,1,0,0,-15,132,-18,0
116,2,0,0,-5,156,0,0
116,3,0,0,-23,142,0,0
116,4,0,0,-11,135,-15,0
116,5,0,0,-15,131,-15,0
116,6,0,0,-10,130,-21,0
116,7,0,0,-19,148,0,0
116,8,0,3,-3,113,-18,0
117,1,0,5,-7,126,-14,0
117,2,0,0,-13,126,-23,0
117,3,0,4,-20,133,-12,0
117,4,0,2,-16,121,-22,0
117,5,0,0,-7,134,-27,0
117,6,0,0,-20,133,-8,0
117,7,0,0,-18,145,-4,0
117,8,0,5,-12,105,-9,0
118,1,0,0,-22,141,-4,0
118,2,0,0,-21,123,-17,0
118,3,0,0,-19,130,-12,0
118,4,0,0,-11,136,-15,0
118,5,0,0,-18,143,0,0
118,6,0,0,-15,120,-27,0
118,7,0,0,-9,151,-9,0
118,8,0,0,-19,118,-4,0
119,1,0,0,-7,116,-10,0
119,2,0,0,-11,136,-22,0
119,3,0,0,0,168,0,0
119,4,0,4,-11,117,-28,0
119,5,0,0,-4,152,-13,0
119,6,0,0,-21,136,-4,0
119,7,0,0,0,157,-5,0
119,8,0,0,-20,133,-8,0
120,1,0,0,-4,142,-15,0
120,2,0,4,-21,113,-24,0
120,3,0,0,0,162,0,0
120,4,0,4,-9,121,-27,0
120,5,0,0,-4,152,-4,0
120,6,0,5,-18,120,-27,0
120,7,0,0,-19,130,-12,0
120,8,0,5,-21,108,0,0
121,1,0,0,-25,131,-4,0
121,2,0,0,-5,156,0,0
121,3,0,0,-16,123,-23,0
121,4,0,0,-4,151,-13,0
121,5,0,0,-21,115,-24,0
121,6,0,0,0,157,-5,0
121,7,0,0,-18,93,0,0
121,8,0,0,-11,137,-19,0
122,1,0,2,-30,126,0,0
122,2,0,0,-12,134,-12,0
122,3,0,0,-20,124,-20,0
122,4,0,0,-9,153,0,0
122,5,0,0,-20,126,-24,0
122,6,0,0,-8,149,-13,0
122,7,0,0,-22,114,-19,0
122,8,0,0,-19,131,-15,0
123,1,0,3,-13,124,-20,0
123,2,0,0,0,156,-5,0
123,3,0,0,-12,137,-12,0
123,4,0,0,-14,148,0,0
123,5,0,5,-23,115,-19,0
123,6,0,0,0,159,-9,0
123,7,0,0,-15,132,-15,0
123,8,0,0,-25,121,-14,0
124,1,0,0,-20,132,-8,0
124,2,0,0,-7,136,-18,0
124,3,0,0,-22,138,-4,0
124,4,0,0,-13,143,-4,0
124,5,0,0,-13,124,-25,0
124,6,0,0,-12,138,-12,0
124,7,0,0,-23,115,0,0
124,8,0,0,-16,103,-3,0
125,1,0,0,-11,98,-13,0
125,2,0,0,-9,105,-12,0
125,3,0,7,-22,134,0,0
125,4,0,0,-16,134,-12,0
125,5,0,0,-13,144,-4,0
125,6,0,0,-12,137,-12,0
125,7,0,0,-12,138,-12,0
125,8,0,2,-15,129,-11,0
126,1,0,0,-7,136,-18,0
126,2,0,2,-18,117,-24,0
126,3,0,0,-8,149,-13,0
126,4,0,0,-21,136,-4,0
126,5,0,0,-21,135,-4,0
126,6,0,0,-6,130,-31,0
126,7,0,2,-14,128,-18,0
126,8,0,5,-12,121,-25,0
127,1,0,0,-4,152,-4,0
127,2,0,6,-22,133,0,0
127,3,0,0,0,155,-13,0
127,4,0,0,-22,143,-4,0
127,5,0,0,-10,158,0,0
127,6,0,0,-12,142,-12,0
127,7,0,0,-17,112,-10,0
127,8,0,0,-17,140,-4,0
128,1,0,0,-21,138,-8,0
128,2,0,0,-19,100,-21,0
128,3,0,0,-19,130,-12,0
128,4,0,4,-25,107,-25,0
128,5,0,0,-20,133,-12,0
128,6,0,4,-15,121,-30,0
128,7,0,7,-23,139,0,0
128,8,0,0,-25,127,0,0
