Port# , Lane# , PRE3 , PRE2 , PRE , MAIN , POST , POST2
27,6,0,4,-24,110,0,0
27,7,0,2,-10,64,0,0
27,8,0,2,-11,100,0,0
28,1,0,2,-14,64,0,0
28,2,0,5,-29,82,0,0
28,3,0,2,-10,97,0,0
28,4,0,4,-24,108,0,0
28,5,0,2,-9,88,0,0
28,6,0,4,-22,98,0,0
28,7,0,1,-7,63,0,0
28,8,0,1,-4,86,0,0
29,1,0,2,-14,63,0,0
29,2,0,4,-22,77,0,0
29,3,0,1,-5,93,0,0
29,4,0,3,-16,99,0,0
29,5,0,3,-18,79,0,0
29,6,0,1,-6,120,-6,0
29,7,0,0,0,63,0,0
29,8,0,0,0,95,0,0
30,1,0,1,-5,51,0,0
30,2,0,2,-13,83,0,0
30,3,0,1,-3,65,0,0
30,4,0,0,0,108,0,0
30,5,0,2,-10,62,0,0
30,6,0,2,-12,116,0,0
30,7,0,0,-3,57,0,0
30,8,0,1,-5,99,0,0
31,1,0,1,-5,48,0,0
31,2,0,3,-15,95,0,0
31,3,0,1,-6,57,0,0
31,4,0,0,0,109,0,0
31,5,0,2,-11,65,0,0
31,6,0,1,-6,128,-6,0
31,7,0,1,-6,58,0,0
31,8,0,2,-10,99,0,0
32,1,0,2,-10,45,0,0
32,2,0,0,0,123,-6,0
32,3,0,1,-6,57,0,0
32,4,0,1,-7,139,0,0
32,5,0,2,-12,41,0,0
32,6,0,0,0,117,0,0
32,7,0,0,0,39,0,0
32,8,0,0,0,88,-4,0
33,1,0,0,0,100,0,0
33,2,0,4,-26,116,0,0
33,3,0,2,-11,107,0,0
33,4,0,0,0,136,0,0
33,5,0,0,0,109,0,0
33,6,0,5,-28,127,0,0
33,7,0,1,-4,89,-4,0
33,8,0,2,-12,77,0,0
34,1,0,0,0,106,0,0
34,2,0,4,-22,77,0,0
34,3,0,0,0,107,0,0
34,4,0,3,-20,125,0,0
34,5,0,3,-17,106,0,0
34,6,0,5,-28,96,0,0
34,7,0,1,-4,71,0,0
34,8,0,2,-14,49,0,0
35,1,0,2,-10,91,0,0
35,2,0,5,-28,81,0,0
35,3,0,0,0,113,0,0
35,4,0,4,-24,108,0,0
35,5,0,3,-16,101,0,0
35,6,0,3,-18,109,0,0
35,7,0,1,-4,73,0,0
35,8,0,1,-7,65,0,0
36,1,0,0,0,120,-6,0
36,2,0,5,-28,99,0,0
36,3,0,4,-24,109,0,0
36,4,0,2,-11,107,0,0
36,5,0,0,0,102,0,0
36,6,0,1,-6,120,0,0
36,7,0,1,-5,89,0,0
36,8,0,3,-19,86,0,0
37,1,0,1,-7,63,0,0
37,2,0,3,-21,133,-7,0
37,3,0,3,-16,73,0,0
37,4,0,4,-24,108,0,0
37,5,0,1,-7,70,0,0
37,6,0,2,-12,113,-6,0
37,7,0,2,-14,61,0,0
37,8,0,1,-5,92,0,0
38,1,0,0,-3,60,0,0
38,2,0,1,-8,73,0,0
38,3,0,3,-16,56,0,0
38,4,0,0,0,113,0,0
38,5,0,1,-9,53,0,0
38,6,0,3,-17,105,0,0
38,7,0,2,-12,52,0,0
38,8,0,1,-8,77,0,0
39,1,0,2,-9,56,0,0
39,2,0,2,-14,83,0,0
39,3,0,3,-15,52,0,0
39,4,0,0,0,130,-6,0
39,5,0,1,-9,55,0,0
39,6,0,2,-10,101,-5,0
39,7,0,2,-11,49,0,0
39,8,0,0,0,82,0,0
40,1,0,1,-6,56,0,0
40,2,0,3,-16,97,0,0
40,3,0,4,-22,64,0,0
40,4,0,0,0,129,0,0
40,5,0,2,-10,59,0,0
40,6,0,0,0,143,-14,0
40,7,0,2,-12,55,0,0
40,8,0,0,0,101,0,0
41,1,0,0,0,96,-5,0
41,2,0,3,-18,112,0,0
41,3,0,2,-11,109,0,0
41,4,0,1,-6,119,0,0
41,5,0,1,-5,105,0,0
41,6,0,7,-44,119,0,0
41,7,0,1,-4,85,0,0
41,8,0,2,-15,90,0,0
42,1,0,1,-6,118,-6,0
42,2,0,2,-14,83,0,0
42,3,0,0,0,115,-11,0
42,4,0,4,-24,109,0,0
42,5,0,0,0,131,-6,0
42,6,0,0,0,109,0,0
42,7,0,1,-6,113,-11,0
42,8,0,4,-22,75,0,0
43,1,0,0,0,84,0,0
43,2,0,3,-18,82,0,0
43,3,0,3,-16,104,-5,0
43,4,0,5,-30,105,0,0
43,5,0,0,0,121,0,0
43,6,0,4,-21,96,0,0
43,7,0,1,-9,84,0,0
43,8,0,3,-16,73,0,0
44,1,0,0,0,60,0,0
44,2,0,3,-19,123,-6,0
44,3,0,2,-14,64,0,0
44,4,0,0,0,125,0,0
44,5,0,2,-14,63,0,0
44,6,0,4,-23,81,0,0
44,7,0,0,0,68,0,0
44,8,0,2,-9,58,0,0
45,1,0,2,-15,92,0,0
45,2,0,3,-20,90,0,0
45,3,0,1,-6,110,0,0
45,4,0,0,0,105,0,0
45,5,0,2,-14,88,0,0
45,6,0,5,-28,100,0,0
45,7,0,1,-8,73,0,0
45,8,0,1,-4,82,0,0
46,1,0,0,0,63,0,0
46,2,0,2,-15,68,0,0
46,3,0,2,-13,60,0,0
46,4,0,1,-5,103,0,0
46,5,0,2,-13,57,0,0
46,6,0,0,0,102,0,0
46,7,0,0,0,56,0,0
46,8,0,2,-13,81,0,0
47,1,0,2,-10,60,0,0
47,2,0,0,0,95,0,0
47,3,0,3,-16,70,0,0
47,4,0,4,-23,103,0,0
47,5,0,2,-13,57,0,0
47,6,0,0,0,102,0,0
47,7,0,2,-9,42,0,0
47,8,0,2,-13,80,0,0
48,1,0,1,-5,52,0,0
48,2,0,3,-15,95,0,0
48,3,0,3,-20,58,0,0
48,4,0,0,0,128,0,0
48,5,0,1,-7,63,0,0
48,6,0,0,0,123,0,0
48,7,0,2,-13,57,0,0
48,8,0,0,0,89,-4,0
49,1,0,0,0,101,-5,0
49,2,0,6,-36,103,0,0
49,3,0,2,-11,109,0,0
49,4,0,5,-30,135,0,0
49,5,0,0,0,115,0,0
49,6,0,5,-31,108,0,0
49,7,0,1,-5,104,0,0
49,8,0,2,-12,74,0,0
50,1,0,1,-6,128,-6,0
50,2,0,0,0,99,0,0
50,3,0,1,-6,128,-6,0
50,4,0,5,-27,126,-7,0
50,5,0,0,0,119,-6,0
50,6,0,3,-21,93,0,0
50,7,0,0,0,93,0,0
50,8,0,3,-15,53,0,0
51,1,0,3,-16,96,0,0
51,2,0,2,-14,88,0,0
51,3,0,2,-11,109,0,0
51,4,0,5,-28,127,0,0
51,5,0,1,-5,105,0,0
51,6,0,4,-22,99,0,0
51,7,0,1,-4,76,0,0
51,8,0,2,-14,61,0,0
52,1,0,0,0,98,-5,0
52,2,0,0,0,80,0,0
52,3,0,2,-10,97,-5,0
52,4,0,3,-16,103,-5,0
52,5,0,1,-8,78,0,0
52,6,0,0,0,120,0,0
52,7,0,1,-7,69,0,0
52,8,0,3,-18,79,0,0
53,1,0,1,-7,63,0,0
53,2,0,0,0,97,0,0
53,3,0,2,-12,72,0,0
53,4,0,0,0,118,-6,0
53,5,0,1,-9,82,0,0
53,6,0,0,0,127,-6,0
53,7,0,2,-11,70,0,0
53,8,0,2,-13,83,0,0
54,1,0,0,0,58,0,0
54,2,0,1,-3,63,0,0
54,3,0,2,-13,60,0,0
54,4,0,2,-14,84,0,0
54,5,0,3,-16,57,0,0
54,6,0,0,0,127,0,0
54,7,0,0,-3,53,0,0
54,8,0,0,0,121,0,0
55,1,0,1,-3,62,0,0
55,2,0,3,-20,90,0,0
55,3,0,2,-13,60,0,0
55,4,0,0,0,121,0,0
55,5,0,2,-15,67,0,0
55,6,0,4,-23,104,0,0
55,7,0,2,-10,65,0,0
55,8,0,0,0,99,0,0
56,1,0,2,-10,64,0,0
56,2,0,0,0,104,-5,0
56,3,0,4,-24,82,0,0
56,4,0,0,0,102,-10,0
56,5,0,1,-4,80,0,0
56,6,0,0,0,140,-7,0
56,7,0,2,-14,62,0,0
56,8,0,1,-6,116,0,0
57,1,0,2,-9,85,0,0
57,2,0,7,-42,99,0,0
57,3,0,0,0,107,0,0
57,4,0,6,-37,127,0,0
57,5,0,2,-11,109,0,0
57,6,0,4,-26,73,0,0
57,7,0,3,-16,101,0,0
57,8,0,3,-16,97,0,0
58,1,0,2,-9,85,0,0
58,2,0,4,-21,132,0,0
58,3,0,3,-17,104,0,0
58,4,0,5,-32,111,0,0
58,5,0,4,-22,98,0,0
58,6,0,5,-29,83,0,0
58,7,0,0,0,83,0,0
58,8,0,5,-29,81,0,0
59,1,0,2,-14,62,0,0
59,2,0,4,-25,111,0,0
59,3,0,2,-12,72,0,0
59,4,0,5,-28,126,0,0
59,5,0,3,-15,94,0,0
59,6,0,5,-30,85,0,0
59,7,0,0,0,93,0,0
59,8,0,3,-18,64,0,0
60,1,0,2,-14,64,0,0
60,2,0,6,-34,95,0,0
60,3,0,1,-4,84,0,0
60,4,0,3,-17,105,0,0
60,5,0,4,-24,108,0,0
60,6,0,4,-22,98,0,0
60,7,0,6,-35,122,0,0
60,8,0,4,-22,78,0,0
61,1,0,1,-8,52,0,0
61,2,0,3,-20,69,0,0
61,3,0,2,-15,51,0,0
61,4,0,2,-14,87,0,0
61,5,0,2,-13,58,0,0
61,6,0,3,-17,58,0,0
61,7,0,2,-15,52,0,0
61,8,0,2,-11,51,0,0
62,1,0,2,-14,88,0,0
62,2,0,4,-23,80,0,0
62,3,0,5,-29,100,0,0
62,4,0,0,0,133,0,0
62,5,0,0,0,96,0,0
62,6,0,3,-20,89,0,0
62,7,0,4,-23,81,0,0
62,8,0,1,-6,59,0,0
63,1,0,2,-14,62,0,0
63,2,0,3,-21,93,0,0
63,3,0,4,-22,77,0,0
63,4,0,2,-11,105,0,0
63,5,0,3,-17,77,0,0
63,6,0,4,-24,85,0,0
63,7,0,4,-23,80,0,0
63,8,0,1,-8,72,0,0
64,1,0,2,-11,48,0,0
64,2,0,1,-7,68,0,0
64,3,0,4,-24,57,0,0
64,4,0,0,0,102,0,0
64,5,0,2,-14,51,0,0
64,6,0,4,-23,80,0,0
64,7,0,4,-23,66,0,0
64,8,0,2,-10,60,0,0
65,1,0,0,0,81,0,0
65,2,0,6,-34,119,0,0
65,3,0,4,-23,104,0,0
65,4,0,7,-39,111,0,0
65,5,0,0,0,134,0,0
65,6,0,2,-11,105,0,0
65,7,0,1,-6,110,0,0
65,8,0,4,-24,85,0,0
66,1,0,1,-8,79,0,0
66,2,0,6,-35,124,0,0
66,3,0,2,-9,86,0,0
66,4,0,3,-17,108,0,0
66,5,0,3,-21,93,0,0
66,6,0,5,-32,90,0,0
66,7,0,1,-8,75,0,0
66,8,0,2,-12,75,0,0
67,1,0,1,-9,82,0,0
67,2,0,5,-29,101,0,0
67,3,0,4,-22,97,0,0
67,4,0,0,0,147,0,0
67,5,0,3,-17,106,0,0
67,6,0,3,-18,114,0,0
67,7,0,0,0,107,0,0
67,8,0,3,-19,68,0,0
68,1,0,2,-10,61,0,0
68,2,0,5,-29,102,0,0
68,3,0,3,-16,70,0,0
68,4,0,3,-15,93,0,0
68,5,0,2,-11,68,0,0
68,6,0,5,-31,108,0,0
68,7,0,3,-16,56,0,0
68,8,0,1,-9,81,0,0
69,1,0,2,-14,50,0,0
69,2,0,0,0,121,0,0
69,3,0,3,-18,61,0,0
69,4,0,5,-28,99,0,0
69,5,0,2,-12,72,0,0
69,6,0,4,-25,89,0,0
69,7,0,2,-10,61,0,0
69,8,0,3,-20,70,0,0
70,1,0,4,-22,77,0,0
70,2,0,5,-29,103,0,0
70,3,0,4,-26,91,0,0
70,4,0,4,-23,103,0,0
70,5,0,2,-9,86,0,0
70,6,0,1,-5,98,0,0
70,7,0,2,-13,82,0,0
70,8,0,3,-20,71,0,0
71,1,0,5,-27,96,0,0
71,2,0,4,-23,103,0,0
71,3,0,4,-23,102,0,0
71,4,0,0,0,121,0,0
71,5,0,2,-9,86,0,0
71,6,0,0,0,102,0,0
71,7,0,3,-17,74,0,0
71,8,0,2,-12,75,0,0
72,1,0,4,-22,76,0,0
72,2,0,0,0,97,0,0
72,3,0,6,-34,97,0,0
72,4,0,2,-10,97,0,0
72,5,0,4,-26,91,0,0
72,6,0,1,-4,84,0,0
72,7,0,2,-11,67,0,0
72,8,0,1,-7,67,0,0
73,1,0,0,0,97,0,0
73,2,0,3,-21,72,0,0
73,3,0,1,-6,117,0,0
73,4,0,0,0,166,0,0
73,5,0,0,0,121,0,0
73,6,0,3,-18,112,0,0
73,7,0,0,0,96,0,0
73,8,0,3,-15,52,0,0
74,1,0,0,0,111,-5,0
74,2,0,3,-18,79,0,0
74,3,0,0,0,135,-25,0
74,4,0,4,-23,103,0,0
74,5,0,0,0,158,0,0
74,6,0,4,-24,110,0,0
74,7,0,0,0,113,-6,0
74,8,0,1,-5,104,0,0
75,1,0,2,-10,97,0,0
75,2,0,3,-20,70,0,0
75,3,0,0,0,120,0,0
75,4,0,2,-10,97,0,0
75,5,0,0,0,109,0,0
75,6,0,1,-7,127,0,0
75,7,0,0,0,85,0,0
75,8,0,4,-22,97,0,0
76,1,0,0,0,90,-4,0
76,2,0,0,0,103,0,0
76,3,0,3,-15,94,0,0
76,4,0,1,-6,124,0,0
76,5,0,0,0,108,-5,0
76,6,0,3,-16,96,0,0
76,7,0,2,-11,102,0,0
76,8,0,3,-18,80,0,0
77,1,0,1,-5,106,0,0
77,2,0,0,0,107,0,0
77,3,0,0,0,123,-6,0
77,4,0,0,0,122,0,0
77,5,0,2,-14,88,0,0
77,6,0,3,-18,113,0,0
77,7,0,1,-7,62,0,0
77,8,0,3,-21,95,0,0
78,1,0,1,-3,64,0,0
78,2,0,2,-11,103,0,0
78,3,0,2,-11,68,0,0
78,4,0,0,0,121,0,0
78,5,0,2,-12,75,0,0
78,6,0,0,0,102,0,0
78,7,0,1,-7,64,0,0
78,8,0,1,-4,74,0,0
79,1,0,1,-5,93,0,0
79,2,0,1,-4,86,0,0
79,3,0,3,-15,94,0,0
79,4,0,0,0,108,0,0
79,5,0,2,-15,66,0,0
79,6,0,1,-6,115,-6,0
79,7,0,2,-13,58,0,0
79,8,0,0,0,114,0,0
80,1,0,2,-9,58,0,0
80,2,0,1,-5,105,0,0
80,3,0,2,-15,92,0,0
80,4,0,0,0,129,0,0
80,5,0,4,-24,84,0,0
80,6,0,0,0,122,0,0
80,7,0,3,-15,54,0,0
80,8,0,0,0,107,0,0
81,1,0,0,0,83,0,0
81,2,0,5,-27,94,0,0
81,3,0,2,-12,116,0,0
81,4,0,4,-24,110,0,0
81,5,0,0,0,129,0,0
81,6,0,6,-34,119,0,0
81,7,0,1,-5,104,-5,0
81,8,0,1,-5,104,0,0
82,1,0,0,0,97,0,0
82,2,0,4,-24,85,0,0
82,3,0,2,-11,109,0,0
82,4,0,4,-24,109,0,0
82,5,0,0,0,115,0,0
82,6,0,3,-18,109,0,0
82,7,0,1,-5,107,0,0
82,8,0,1,-8,81,0,0
83,1,0,0,0,97,0,0
83,2,0,1,-6,124,0,0
83,3,0,4,-22,98,0,0
83,4,0,5,-32,112,0,0
83,5,0,0,0,121,0,0
83,6,0,3,-16,101,0,0
83,7,0,0,0,130,0,0
83,8,0,1,-4,81,0,0
84,1,0,2,-13,79,0,0
84,2,0,4,-23,82,0,0
84,3,0,0,0,109,0,0
84,4,0,1,-6,125,0,0
84,5,0,3,-16,99,0,0
84,6,0,3,-17,107,0,0
84,7,0,1,-4,77,0,0
84,8,0,3,-16,73,0,0
85,1,0,2,-12,75,0,0
85,2,0,3,-15,95,0,0
85,3,0,0,0,86,0,0
85,4,0,0,0,119,-6,0
85,5,0,1,-5,93,0,0
85,6,0,1,-6,125,0,0
85,7,0,3,-17,77,0,0
85,8,0,3,-20,91,0,0
86,1,0,0,0,80,0,0
86,2,0,0,0,122,0,0
86,3,0,3,-18,79,0,0
86,4,0,2,-12,116,0,0
86,5,0,2,-12,71,0,0
86,6,0,3,-18,113,0,0
86,7,0,2,-11,66,0,0
86,8,0,3,-18,112,0,0
87,1,0,3,-18,79,0,0
87,2,0,0,0,98,0,0
87,3,0,0,0,86,0,0
87,4,0,3,-17,106,0,0
87,5,0,3,-18,79,0,0
87,6,0,2,-12,116,0,0
87,7,0,3,-15,54,0,0
87,8,0,0,0,104,0,0
88,1,0,2,-13,58,0,0
88,2,0,0,0,91,0,0
88,3,0,4,-26,90,0,0
88,4,0,2,-11,109,0,0
88,5,0,3,-17,105,0,0
88,6,0,0,0,109,0,0
88,7,0,4,-22,76,0,0
88,8,0,2,-10,92,0,0
89,1,0,0,0,93,0,0
89,2,0,3,-21,95,0,0
89,3,0,2,-13,128,0,0
89,4,0,3,-18,110,0,0
89,5,0,0,0,135,-7,0
89,6,0,5,-29,101,0,0
89,7,0,2,-12,116,0,0
89,8,0,2,-13,81,0,0
90,1,0,0,0,111,-5,0
90,2,0,3,-20,89,0,0
90,3,0,0,0,136,0,0
90,4,0,2,-12,110,0,0
90,5,0,2,-11,104,0,0
90,6,0,4,-25,86,0,0
90,7,0,3,-15,95,-5,0
90,8,0,1,-9,84,0,0
91,1,0,0,0,90,-4,0
91,2,0,2,-11,68,0,0
91,3,0,2,-12,117,0,0
91,4,0,3,-20,92,0,0
91,5,0,0,0,107,0,0
91,6,0,1,-6,123,0,0
91,7,0,2,-10,100,-5,0
91,8,0,2,-9,87,0,0
92,1,0,0,0,75,0,0
92,2,0,1,-4,71,0,0
92,3,0,2,-15,90,0,0
92,4,0,4,-26,91,0,0
92,5,0,1,-6,110,0,0
92,6,0,0,0,105,0,0
92,7,0,3,-17,77,0,0
92,8,0,4,-25,86,0,0
93,1,0,1,-7,70,0,0
93,2,0,0,0,71,0,0
93,3,0,2,-10,91,0,0
93,4,0,4,-24,106,0,0
93,5,0,2,-10,95,0,0
93,6,0,0,0,121,0,0
93,7,0,1,-7,65,0,0
93,8,0,2,-14,83,0,0
94,1,0,1,-7,70,0,0
94,2,0,3,-15,95,0,0
94,3,0,3,-19,88,0,0
94,4,0,0,0,109,0,0
94,5,0,2,-11,102,0,0
94,6,0,3,-19,118,0,0
94,7,0,2,-11,66,0,0
94,8,0,0,0,107,0,0
95,1,0,1,-7,63,0,0
95,2,0,2,-11,107,0,0
95,3,0,3,-17,77,0,0
95,4,0,0,0,123,0,0
95,5,0,2,-12,76,0,0
95,6,0,2,-14,129,0,0
95,7,0,3,-15,52,0,0
95,8,0,0,0,124,0,0
96,1,0,1,-8,47,0,0
96,2,0,1,-5,96,0,0
96,3,0,3,-20,70,0,0
96,4,0,0,0,110,0,0
96,5,0,1,-4,76,0,0
96,6,0,3,-17,106,0,0
96,7,0,3,-17,60,0,0
96,8,0,0,0,102,0,0
97,1,0,0,0,110,0,0
97,2,0,2,-9,84,0,0
97,3,0,0,0,129,0,0
97,4,0,4,-24,108,0,0
97,5,0,0,0,150,0,0
97,6,0,1,-5,105,0,0
97,7,0,0,0,106,-10,0
97,8,0,3,-18,81,0,0
98,1,0,0,0,110,-10,0
98,2,0,1,-4,84,0,0
98,3,0,2,-13,122,0,0
98,4,0,4,-24,108,0,0
98,5,0,0,0,116,0,0
98,6,0,0,0,107,0,0
98,7,0,2,-10,96,0,0
98,8,0,4,-23,80,0,0
99,1,0,0,0,98,0,0
99,2,0,1,-8,75,0,0
99,3,0,2,-10,96,0,0
99,4,0,4,-23,103,0,0
99,5,0,0,0,108,0,0
99,6,0,0,0,122,0,0
99,7,0,2,-9,87,0,0
99,8,0,2,-15,66,0,0
100,1,0,2,-9,86,0,0
100,2,0,1,-4,74,0,0
100,3,0,3,-16,99,-5,0
100,4,0,3,-16,100,0,0
100,5,0,0,0,107,0,0
100,6,0,0,0,120,0,0
100,7,0,2,-11,105,-5,0
100,8,0,2,-14,84,0,0
101,1,0,0,0,97,0,0
101,2,0,2,-13,82,0,0
101,3,0,4,-23,103,0,0
101,4,0,3,-16,100,0,0
101,5,0,2,-10,91,0,0
101,6,0,2,-12,114,0,0
101,7,0,2,-14,87,0,0
101,8,0,1,-8,77,0,0
102,1,0,0,0,89,-4,0
102,2,0,0,0,89,-4,0
102,3,0,3,-19,87,0,0
102,4,0,2,-12,118,-6,0
102,5,0,0,0,95,0,0
102,6,0,0,0,125,-6,0
102,7,0,2,-9,89,0,0
102,8,0,2,-10,99,0,0
103,1,0,1,-4,88,0,0
103,2,0,0,0,81,0,0
103,3,0,4,-26,90,0,0
103,4,0,0,0,129,0,0
103,5,0,2,-9,86,0,0
103,6,0,0,0,129,0,0
103,7,0,2,-13,78,0,0
103,8,0,2,-14,87,0,0
104,1,0,2,-12,73,0,0
104,2,0,0,0,88,-4,0
104,3,0,2,-14,84,0,0
