Port# , Lane# , PRE3 , PRE2 , PRE , MAIN , POST , POST2
20,5,0,0,-12,142,-12,0
20,6,0,0,-4,146,-19,0
20,7,0,0,-13,104,0,0
20,8,0,0,-5,157,-5,0
21,1,0,0,0,162,-5,0
21,2,0,0,-13,133,0,0
21,3,0,0,-18,144,0,0
21,4,0,0,-9,150,-9,0
21,5,0,0,-4,147,-16,0
21,6,0,0,-11,138,-19,0
21,7,0,0,-17,118,-10,0
21,8,0,4,-9,102,-9,0
22,1,0,0,-9,117,-19,0
22,2,0,2,-10,122,-10,0
22,3,0,0,-5,158,-5,0
22,4,0,0,-9,153,-5,0
22,5,0,2,-12,144,-12,0
22,6,0,0,-18,130,-18,0
22,7,0,0,-4,153,-9,0
22,8,0,0,-4,137,-8,0
23,1,0,0,-12,140,-8,0
23,2,0,0,-16,138,-12,0
23,3,0,0,-9,153,-5,0
23,4,0,0,-21,137,-8,0
23,5,0,0,-4,147,-16,0
23,6,0,0,-14,153,0,0
23,7,0,0,-7,122,-4,0
23,8,0,0,-20,100,0,0
24,1,0,0,-9,150,-9,0
24,2,0,0,-12,142,-12,0
24,3,0,0,-20,137,-12,0
24,4,0,2,-10,129,-26,0
24,5,0,0,-19,148,0,0
24,6,0,0,-14,129,-24,0
24,7,0,0,-4,129,-4,0
24,8,0,0,-15,108,-18,0
25,1,0,4,-22,127,-15,0
25,2,0,0,-14,152,0,0
25,3,0,3,-10,133,-24,0
25,4,0,0,-5,162,0,0
25,5,0,0,-31,124,-11,0
25,6,0,0,-5,157,-5,0
25,7,0,0,-12,125,0,0
25,8,0,0,-22,127,-15,0
26,1,0,2,-13,104,0,0
26,2,0,0,0,166,0,0
26,3,0,0,-23,143,0,0
26,4,0,0,-5,157,-5,0
26,5,0,2,-17,127,-21,0
26,6,0,0,-5,157,-5,0
26,7,0,0,-23,143,0,0
26,8,0,0,-4,126,-4,0
27,1,0,0,0,139,-8,0
27,2,0,0,0,162,-5,0
27,3,0,0,-19,147,0,0
27,4,0,0,-10,157,0,0
27,5,0,0,-14,151,-5,0
27,6,0,0,0,162,-5,0
27,7,0,0,-12,137,-12,0
27,8,0,3,-3,128,-14,0
28,1,0,0,-13,141,0,0
28,2,0,0,-19,132,-12,0
28,3,0,0,0,154,-13,0
28,4,0,0,0,153,-13,0
28,5,0,0,-9,149,-9,0
28,6,0,0,-8,145,-12,0
28,7,0,0,-3,117,-15,0
28,8,0,0,-12,106,-15,0
29,1,0,0,0,161,-5,0
29,2,0,6,-12,140,-8,0
29,3,0,0,0,167,0,0
29,4,0,0,0,166,0,0
29,5,0,0,-15,155,0,0
29,6,0,0,-9,152,-5,0
29,7,0,0,0,127,-4,0
29,8,0,0,0,124,-7,0
30,1,0,2,-6,105,-6,0
30,2,0,0,-5,158,-5,0
30,3,0,4,-31,131,0,0
30,4,0,0,0,165,-5,0
30,5,0,0,-22,128,-15,0
30,6,0,0,-14,149,-5,0
30,7,0,0,-16,111,-10,0
30,8,0,0,0,143,-4,0
31,1,0,0,-19,114,0,0
31,2,0,0,-5,162,0,0
31,3,0,0,0,162,-5,0
31,4,0,0,-9,150,-9,0
31,5,0,0,-14,152,0,0
31,6,0,0,-22,129,-15,0
31,7,0,0,-20,135,-12,0
31,8,0,0,-11,126,-14,0
32,1,0,0,-23,117,0,0
32,2,0,0,-8,138,-8,0
32,3,0,0,-18,144,-4,0
32,4,0,0,-9,152,-5,0
32,5,0,0,-23,143,0,0
32,6,0,0,-12,137,-12,0
32,7,0,0,-20,99,0,0
32,8,0,0,-10,132,-26,0
33,1,0,4,-8,108,-19,0
33,2,0,0,0,166,0,0
33,3,0,0,-18,143,-4,0
33,4,0,0,0,162,-5,0
33,5,0,0,-18,130,-18,0
33,6,0,0,-10,157,0,0
33,7,0,0,-18,129,-21,0
33,8,0,0,-6,101,0,0
34,1,0,0,-22,141,-4,0
34,2,0,0,-19,94,0,0
34,3,0,0,-12,142,-16,0
34,4,0,0,-14,152,0,0
34,5,0,0,-23,143,0,0
34,6,0,0,0,162,-5,0
34,7,0,0,-11,115,-4,0
34,8,0,3,-11,90,0,0
35,1,0,0,-9,150,-9,0
35,2,0,0,-17,108,0,0
35,3,0,2,-18,143,-4,0
35,4,0,0,0,158,-9,0
35,5,0,0,-21,137,-8,0
35,6,0,0,0,168,0,0
35,7,0,0,0,112,-9,0
35,8,0,0,-15,90,0,0
36,1,0,2,-15,128,-11,0
36,2,0,0,-14,153,0,0
36,3,0,0,-9,152,-5,0
36,4,0,0,0,162,-5,0
36,5,0,0,-4,147,-16,0
36,6,0,0,0,162,-5,0
36,7,0,0,-5,157,-5,0
36,8,0,2,0,130,0,0
37,1,0,0,-4,135,-15,0
37,2,0,0,-5,162,0,0
37,3,0,0,-5,157,-5,0
37,4,0,0,-14,152,0,0
37,5,0,0,-5,160,-5,0
37,6,0,0,-15,136,-15,0
37,7,0,0,0,162,-5,0
37,8,0,0,-7,117,-3,0
38,1,0,0,-14,132,-21,0
38,2,0,0,0,139,-8,0
38,3,0,0,-14,152,0,0
38,4,0,0,0,162,-5,0
38,5,0,0,0,150,-16,0
38,6,0,0,-10,157,0,0
38,7,0,0,0,150,-16,0
38,8,0,0,-15,102,-12,0
39,1,0,0,-20,135,-12,0
39,2,0,0,0,167,0,0
39,3,0,0,-27,139,0,0
39,4,0,0,-4,153,-9,0
39,5,0,0,-10,157,0,0
39,6,0,0,-8,149,-13,0
39,7,0,0,-5,162,0,0
39,8,0,0,0,120,-10,0
40,1,0,2,-7,112,0,0
40,2,0,0,-19,148,0,0
40,3,0,0,-23,143,0,0
40,4,0,0,-19,148,0,0
40,5,0,0,0,153,0,0
40,6,0,0,-23,144,0,0
40,7,0,0,-20,121,0,0
40,8,0,0,-8,102,-14,0
41,1,0,6,-21,129,0,0
41,2,0,0,0,167,0,0
41,3,0,0,-19,148,0,0
41,4,0,0,0,170,0,0
41,5,0,0,-23,144,0,0
41,6,0,0,0,167,0,0
41,7,0,6,-20,122,0,0
41,8,0,0,-3,104,-3,0
42,1,0,0,-16,138,-12,0
42,2,0,0,-3,117,-3,0
42,3,0,0,-12,141,-12,0
42,4,0,0,0,162,-5,0
42,5,0,0,-7,134,-27,0
42,6,0,0,-5,157,-5,0
42,7,0,0,-8,139,-12,0
42,8,0,0,-5,157,-5,0
43,1,0,0,-3,117,-10,0
43,2,0,0,-11,107,-17,0
43,3,0,0,-8,144,-16,0
43,4,0,0,-22,129,-15,0
43,5,0,0,-5,157,-5,0
43,6,0,0,-5,165,0,0
43,7,0,0,0,135,-11,0
43,8,0,0,-4,140,-4,0
44,1,0,2,0,135,-4,0
44,2,0,0,-14,152,0,0
44,3,0,0,0,154,-13,0
44,4,0,0,-4,146,-16,0
44,5,0,0,-11,137,-19,0
44,6,0,0,-5,162,0,0
44,7,0,0,-4,132,-4,0
44,8,0,0,0,110,-14,0
45,1,0,0,0,166,0,0
45,2,0,0,-14,152,0,0
45,3,0,0,-17,140,-8,0
45,4,0,0,-13,148,-9,0
45,5,0,0,-5,162,0,0
45,6,0,0,0,167,0,0
45,7,0,0,0,155,0,0
45,8,0,0,0,110,0,0
46,1,0,2,-4,142,-19,0
46,2,0,0,-12,142,-12,0
46,3,0,0,-23,141,0,0
46,4,0,0,0,162,-5,0
46,5,0,0,-14,153,0,0
46,6,0,0,-14,152,0,0
46,7,0,0,-19,132,-12,0
46,8,0,2,-4,142,-19,0
47,1,0,2,-8,128,-4,0
47,2,0,5,-14,114,-4,0
47,3,0,0,-20,134,-12,0
47,4,0,0,-14,152,0,0
47,5,0,0,-28,139,0,0
47,6,0,0,-14,149,-5,0
47,7,0,0,-16,123,0,0
47,8,0,6,-16,135,-8,0
48,1,0,0,-7,128,-11,0
48,2,0,0,-23,143,0,0
48,3,0,0,-23,143,0,0
48,4,0,0,-14,149,-5,0
48,5,0,4,0,151,-4,0
48,6,0,0,-19,150,0,0
48,7,0,0,-23,143,0,0
48,8,0,0,-12,104,-6,0
49,1,0,0,0,131,-14,0
49,2,0,0,-21,127,0,0
49,3,0,0,-14,153,0,0
49,4,0,0,-5,162,0,0
49,5,0,0,-5,162,0,0
49,6,0,0,-10,157,0,0
49,7,0,0,-9,152,-5,0
49,8,0,0,-3,105,-3,0
50,1,0,0,-14,132,-21,0
50,2,0,0,0,115,0,0
50,3,0,0,-21,137,-8,0
50,4,0,0,-23,143,0,0
50,5,0,0,-22,140,-4,0
50,6,0,0,-5,152,0,0
50,7,0,6,-27,119,-4,0
50,8,0,0,0,101,0,0
51,1,0,0,-21,137,-8,0
51,2,0,0,0,111,-9,0
51,3,0,0,-4,153,-9,0
51,4,0,0,-5,157,-5,0
51,5,0,0,-7,140,-19,0
51,6,0,0,-5,160,0,0
51,7,0,0,0,118,-15,0
51,8,0,0,0,114,-6,0
52,1,0,0,0,162,-5,0
52,2,0,0,-4,124,-4,0
52,3,0,0,0,166,0,0
52,4,0,0,-5,162,0,0
52,5,0,0,-4,152,-4,0
52,6,0,0,0,162,-5,0
52,7,0,0,-4,147,-16,0
52,8,0,4,-4,136,-8,0
53,1,0,2,-12,144,-12,0
53,2,0,0,-4,154,-9,0
53,3,0,0,-24,146,0,0
53,4,0,0,-12,140,-16,0
53,5,0,0,0,158,-9,0
53,6,0,0,0,158,-9,0
53,7,0,0,-5,162,0,0
53,8,0,0,-7,131,-11,0
54,1,0,0,0,120,-3,0
54,2,0,2,-11,125,-7,0
54,3,0,0,-20,137,-12,0
54,4,0,0,-14,152,0,0
54,5,0,0,-5,162,0,0
54,6,0,0,0,162,-5,0
54,7,0,0,-15,90,0,0
54,8,0,0,0,147,-16,0
55,1,0,6,-18,124,-11,0
55,2,0,4,-17,138,-8,0
55,3,0,2,0,160,-5,0
55,4,0,0,-9,152,-5,0
55,5,0,0,-4,146,-16,0
55,6,0,0,-21,137,-8,0
55,7,0,0,0,155,-13,0
55,8,0,0,-9,108,-15,0
56,1,0,4,0,125,-4,0
56,2,0,0,-5,157,-5,0
56,3,0,0,-5,162,0,0
56,4,0,0,-10,132,-24,0
56,5,0,0,-8,133,-8,0
56,6,0,0,-12,141,-12,0
56,7,0,0,-23,118,0,0
56,8,0,0,-9,115,-21,0
57,1,0,2,0,160,-5,0
57,2,0,0,0,166,0,0
57,3,0,0,0,157,-9,0
57,4,0,0,0,167,0,0
57,5,0,0,-14,148,-5,0
57,6,0,0,0,167,0,0
57,7,0,0,-23,143,0,0
57,8,0,0,0,166,0,0
58,1,0,4,-11,118,0,0
58,2,0,0,-5,162,0,0
58,3,0,0,-21,137,-8,0
58,4,0,0,0,167,0,0
58,5,0,4,-8,146,-8,0
58,6,0,0,-20,138,-12,0
58,7,0,0,-3,117,-10,0
58,8,0,0,-30,129,0,0
59,1,0,0,-12,95,0,0
59,2,0,0,-28,139,0,0
59,3,0,0,-7,136,-24,0
59,4,0,0,0,166,0,0
59,5,0,0,0,161,-5,0
59,6,0,0,-23,144,0,0
59,7,0,0,-4,128,-7,0
59,8,0,0,-22,111,0,0
60,1,0,0,-22,117,-7,0
60,2,0,0,0,167,0,0
60,3,0,0,0,146,-12,0
60,4,0,0,0,169,0,0
60,5,0,0,0,162,-5,0
60,6,0,0,-20,135,-12,0
60,7,0,0,0,162,-5,0
60,8,0,0,-20,135,-12,0
61,1,0,4,-20,86,0,0
61,2,0,0,-26,121,-11,0
61,3,0,0,-20,135,-12,0
61,4,0,0,-10,157,0,0
61,5,0,0,-22,140,-4,0
61,6,0,0,-5,157,-5,0
61,7,0,0,-23,143,0,0
61,8,0,0,-15,121,-7,0
62,1,0,0,-9,145,0,0
62,2,0,0,0,162,-5,0
62,3,0,0,-5,162,0,0
62,4,0,0,-5,157,-5,0
62,5,0,0,-25,126,0,0
62,6,0,0,-12,140,-12,0
62,7,0,0,-23,143,0,0
62,8,0,0,-3,87,0,0
63,1,0,0,-14,113,-3,0
63,2,0,0,-5,162,0,0
63,3,0,0,-14,152,0,0
63,4,0,0,-18,144,-4,0
63,5,0,0,0,166,0,0
63,6,0,0,-5,162,0,0
63,7,0,0,-23,143,0,0
63,8,0,0,-7,129,-23,0
64,1,0,0,-12,131,0,0
64,2,0,0,-3,122,-7,0
64,3,0,0,-23,143,0,0
64,4,0,0,0,162,-5,0
64,5,0,2,-19,149,0,0
64,6,0,0,-14,148,-5,0
64,7,0,0,0,166,0,0
64,8,0,0,0,124,-7,0
65,1,0,0,-3,107,-6,0
65,2,0,0,-10,157,0,0
65,3,0,0,-9,152,-5,0
65,4,0,0,-10,157,0,0
65,5,0,0,-10,132,-24,0
65,6,0,0,0,170,0,0
65,7,0,0,-9,148,-4,0
65,8,0,0,0,167,0,0
66,1,0,0,-22,130,-18,0
66,2,0,0,-5,158,-5,0
66,3,0,2,-11,137,-19,0
66,4,0,0,-27,139,0,0
66,5,0,0,-14,149,-5,0
66,6,0,0,-5,161,0,0
66,7,0,0,-16,111,-10,0
66,8,0,0,-25,108,0,0
67,1,0,0,-4,124,-4,0
67,2,0,0,0,156,0,0
67,3,0,0,0,166,0,0
67,4,0,0,-10,157,0,0
67,5,0,0,0,161,-9,0
67,6,0,0,-22,143,-4,0
67,7,0,0,-10,121,-10,0
67,8,0,0,0,108,0,0
68,1,0,0,-8,124,0,0
68,2,0,0,-5,157,-5,0
68,3,0,0,-20,137,-12,0
68,4,0,0,0,167,0,0
68,5,0,0,0,162,-5,0
68,6,0,0,-5,162,0,0
68,7,0,0,-22,140,-4,0
68,8,0,3,0,117,-3,0
69,1,0,0,-9,150,0,0
69,2,0,0,0,146,0,0
69,3,0,0,-5,157,-5,0
69,4,0,0,-18,144,-4,0
69,5,0,0,-20,135,-12,0
69,6,0,0,-5,157,-5,0
69,7,0,0,-19,133,-15,0
69,8,0,0,-7,130,-11,0
70,1,0,0,0,153,0,0
70,2,0,0,0,166,0,0
70,3,0,0,-5,162,0,0
70,4,0,0,-5,157,-5,0
70,5,0,0,0,163,0,0
70,6,0,0,-16,135,-8,0
70,7,0,0,0,153,-13,0
70,8,0,4,-22,126,-15,0
71,1,0,0,0,162,0,0
71,2,0,0,0,166,0,0
71,3,0,0,-5,162,0,0
71,4,0,0,-5,162,0,0
71,5,0,0,-28,141,0,0
71,6,0,0,-4,144,-19,0
71,7,0,0,-21,138,-8,0
71,8,0,6,-12,133,0,0
72,1,0,0,-12,124,0,0
72,2,0,0,-4,148,-12,0
72,3,0,5,-18,144,0,0
72,4,0,0,0,162,-5,0
72,5,0,0,-27,139,0,0
72,6,0,0,-4,136,-11,0
72,7,0,0,-23,118,0,0
72,8,0,0,-3,125,-14,0
73,1,0,0,-19,115,0,0
73,2,0,0,-3,99,0,0
73,3,0,0,-28,139,0,0
73,4,0,0,-14,152,0,0
73,5,0,0,-10,132,-24,0
73,6,0,0,-5,165,0,0
73,7,0,0,-22,137,0,0
73,8,0,0,-11,90,-3,0
74,1,0,0,-4,138,0,0
74,2,0,0,-22,139,-4,0
74,3,0,0,-11,137,-19,0
74,4,0,0,-10,157,0,0
74,5,0,0,-23,143,0,0
74,6,0,0,0,166,0,0
74,7,0,0,-13,141,0,0
74,8,0,0,-19,120,0,0
75,1,0,2,-26,111,0,0
75,2,0,2,-21,127,0,0
75,3,0,2,-14,130,-21,0
75,4,0,0,-9,151,-9,0
75,5,0,0,-11,137,-19,0
75,6,0,0,0,162,-5,0
75,7,0,4,-22,136,0,0
75,8,0,0,-13,148,-9,0
76,1,0,0,-14,149,0,0
76,2,0,0,0,136,-8,0
76,3,0,0,-4,154,-9,0
76,4,0,0,0,166,0,0
76,5,0,0,-16,138,-16,0
76,6,0,0,0,162,-5,0
76,7,0,0,-18,144,-4,0
76,8,0,0,-21,137,-8,0
77,1,0,0,-20,112,-13,0
77,2,0,0,-4,137,-8,0
77,3,0,0,-19,132,-15,0
77,4,0,0,0,162,-5,0
77,5,0,0,0,151,-16,0
77,6,0,0,0,154,-13,0
77,7,0,0,-8,138,-12,0
77,8,0,0,-10,157,0,0
78,1,0,0,0,128,-14,0
78,2,0,0,0,162,-5,0
78,3,0,0,-20,134,-12,0
78,4,0,0,-14,149,-5,0
78,5,0,0,-14,152,0,0
78,6,0,0,0,159,-5,0
78,7,0,5,-23,139,0,0
78,8,0,6,-4,132,-11,0
79,1,0,0,-23,118,0,0
79,2,0,0,-19,147,0,0
79,3,0,0,-8,146,-12,0
79,4,0,6,-8,140,-15,0
79,5,0,0,0,156,0,0
79,6,0,0,0,158,-9,0
79,7,0,0,0,162,-5,0
79,8,0,0,0,147,-19,0
80,1,0,0,-11,90,-5,0
80,2,0,3,-13,127,-23,0
80,3,0,0,-26,126,-15,0
80,4,0,0,-28,139,0,0
80,5,0,0,-20,135,-12,0
80,6,0,5,-14,128,-21,0
80,7,0,0,-22,111,0,0
80,8,0,0,-9,115,-21,0
81,1,0,0,-15,91,0,0
81,2,0,0,-32,135,0,0
81,3,0,0,-16,137,-12,0
81,4,0,0,-5,162,0,0
81,5,0,0,-7,134,-27,0
81,6,0,0,-23,143,0,0
81,7,0,0,-14,131,-21,0
81,8,0,0,-18,113,0,0
82,1,0,0,-14,114,-4,0
82,2,0,0,-9,150,0,0
82,3,0,0,-23,143,0,0
82,4,0,0,-14,152,0,0
82,5,0,0,-19,148,0,0
82,6,0,0,-22,142,-4,0
82,7,0,0,-22,140,-4,0
82,8,0,2,0,120,-13,0
83,1,0,0,-14,110,0,0
83,2,0,0,-5,157,-5,0
83,3,0,0,-9,152,-5,0
83,4,0,0,-19,148,0,0
83,5,0,0,-9,152,-5,0
83,6,0,0,-4,153,-9,0
83,7,0,0,-19,148,0,0
83,8,0,3,-17,117,-10,0
84,1,0,0,-14,149,0,0
84,2,0,0,-4,124,-4,0
84,3,0,0,0,162,-5,0
84,4,0,0,0,167,0,0
84,5,0,0,-5,157,-5,0
84,6,0,0,-5,161,0,0
84,7,0,0,-11,118,0,0
84,8,0,0,-11,118,0,0
85,1,0,0,-14,153,0,0
85,2,0,0,-14,153,0,0
85,3,0,0,-5,160,-5,0
85,4,0,0,0,162,-5,0
85,5,0,0,0,162,-5,0
85,6,0,0,0,162,-5,0
85,7,0,0,0,162,-5,0
85,8,0,0,-13,145,-9,0
86,1,0,0,0,153,0,0
86,2,0,6,-16,134,-12,0
86,3,0,0,-20,135,-12,0
86,4,0,0,-18,146,-5,0
86,5,0,0,0,153,-16,0
86,6,0,0,-22,140,-4,0
86,7,0,0,-14,149,-5,0
86,8,0,0,0,157,-9,0
87,1,0,4,-8,142,-12,0
87,2,0,0,-16,112,-16,0
87,3,0,0,-10,156,0,0
87,4,0,0,-21,137,-8,0
87,5,0,0,-5,162,0,0
87,6,0,0,-21,140,-9,0
87,7,0,0,-14,153,0,0
87,8,0,0,-14,113,-3,0
88,1,0,0,-17,88,0,0
88,2,0,0,-14,110,0,0
88,3,0,0,-19,150,0,0
88,4,0,0,-21,137,-8,0
88,5,0,0,-20,135,-12,0
88,6,0,0,-27,138,0,0
88,7,0,0,-23,143,0,0
88,8,0,0,-17,139,-8,0
89,1,0,0,-13,94,-13,0
89,2,0,0,-23,143,0,0
89,3,0,0,-11,135,-21,0
89,4,0,0,-5,161,0,0
89,5,0,0,-10,133,-27,0
89,6,0,0,-23,143,0,0
89,7,0,0,-10,132,-24,0
89,8,0,0,-19,114,0,0
90,1,0,0,-15,103,-12,0
90,2,0,0,-20,103,0,0
90,3,0,0,-23,143,0,0
90,4,0,0,-28,130,-12,0
90,5,0,0,-19,147,0,0
90,6,0,0,-5,162,0,0
90,7,0,0,-14,153,0,0
90,8,0,0,-4,138,-4,0
91,1,0,0,-14,112,0,0
91,2,0,0,-19,148,0,0
91,3,0,0,-27,127,-12,0
91,4,0,0,-13,145,-9,0
91,5,0,0,-13,143,-8,0
91,6,0,0,-5,160,-5,0
91,7,0,0,-14,149,-5,0
91,8,0,6,-11,117,0,0
92,1,0,0,-11,129,-11,0
92,2,0,0,0,96,-12,0
92,3,0,0,-5,157,-5,0
92,4,0,0,-19,148,0,0
92,5,0,0,-14,149,-5,0
92,6,0,0,-4,150,-16,0
92,7,0,0,-14,152,0,0
92,8,0,0,-5,157,-5,0
93,1,0,0,-17,100,-12,0
93,2,0,0,0,108,-6,0
93,3,0,0,-5,157,-5,0
93,4,0,0,-18,144,-4,0
93,5,0,0,-13,148,-9,0
93,6,0,0,0,158,-9,0
93,7,0,0,-17,114,-7,0
93,8,0,0,-17,141,-8,0
94,1,0,0,-7,128,-11,0
94,2,0,0,-14,153,0,0
94,3,0,0,-14,148,-5,0
94,4,0,0,-4,143,-19,0
94,5,0,0,0,162,-5,0
94,6,0,0,-21,137,-8,0
94,7,0,0,-8,147,-12,0
94,8,0,0,-15,102,-12,0
95,1,0,0,-16,83,0,0
95,2,0,0,-13,145,-9,0
95,3,0,0,-22,127,-18,0
95,4,0,0,-17,143,-9,0
95,5,0,0,0,167,0,0
95,6,0,0,-22,141,-4,0
95,7,0,0,-14,152,0,0
95,8,0,0,-7,124,-11,0
96,1,0,0,-23,100,-3,0
96,2,0,4,-27,125,-11,0
96,3,0,0,0,167,0,0
96,4,0,0,-14,151,-5,0
96,5,0,0,-17,133,0,0
96,6,0,2,-18,129,-18,0
96,7,0,0,-19,148,0,0
96,8,0,0,-12,126,0,0
97,1,0,2,-18,126,-18,0
97,2,0,0,-17,117,-10,0
97,3,0,0,-18,130,-18,0
97,4,0,0,-23,143,0,0
97,5,0,0,-19,148,0,0
97,6,0,0,-10,157,0,0
97,7,0,0,-12,126,0,0
97,8,0,0,-10,158,0,0
98,1,0,1,-9,117,-24,0
98,2,0,0,-3,119,-21,0
98,3,0,0,-22,139,-4,0
98,4,0,0,-5,161,0,0
98,5,0,4,-18,126,-18,0
98,6,0,0,0,144,-22,0
98,7,0,0,-27,139,0,0
98,8,0,0,-20,134,-12,0
99,1,0,0,-10,131,-21,0
99,2,0,0,-16,101,0,0
99,3,0,0,-15,134,-18,0
99,4,0,0,-4,154,-9,0
99,5,0,0,-19,148,0,0
99,6,0,0,-12,140,-16,0
99,7,0,0,-13,145,-9,0
99,8,0,0,-16,101,0,0
100,1,0,0,-14,150,0,0
100,2,0,0,-11,118,0,0
100,3,0,0,-14,152,0,0
100,4,0,0,-14,152,0,0
100,5,0,0,0,158,-9,0
