chipId,name,value
0,lane_to_serdes_map_fabric_lane446,rx382:tx378
0,lane_to_serdes_map_fabric_lane447,rx383:tx379
0,lane_to_serdes_map_fabric_lane192,rx384:tx391
0,lane_to_serdes_map_fabric_lane193,rx385:tx388
0,lane_to_serdes_map_fabric_lane194,rx386:tx389
0,lane_to_serdes_map_fabric_lane195,rx387:tx390
0,lane_to_serdes_map_fabric_lane448,rx388:tx387
0,lane_to_serdes_map_fabric_lane449,rx389:tx384
0,lane_to_serdes_map_fabric_lane450,rx390:tx385
0,lane_to_serdes_map_fabric_lane451,rx391:tx386
0,lane_to_serdes_map_fabric_lane196,rx392:tx399
0,lane_to_serdes_map_fabric_lane197,rx393:tx396
0,lane_to_serdes_map_fabric_lane198,rx394:tx397
0,lane_to_serdes_map_fabric_lane199,rx395:tx398
0,lane_to_serdes_map_fabric_lane452,rx396:tx395
0,lane_to_serdes_map_fabric_lane453,rx397:tx392
0,lane_to_serdes_map_fabric_lane454,rx398:tx393
0,lane_to_serdes_map_fabric_lane455,rx399:tx394
0,lane_to_serdes_map_fabric_lane200,rx400:tx404
0,lane_to_serdes_map_fabric_lane201,rx401:tx405
0,lane_to_serdes_map_fabric_lane202,rx402:tx406
0,lane_to_serdes_map_fabric_lane203,rx403:tx407
0,lane_to_serdes_map_fabric_lane456,rx404:tx400
0,lane_to_serdes_map_fabric_lane457,rx405:tx401
0,lane_to_serdes_map_fabric_lane458,rx406:tx402
0,lane_to_serdes_map_fabric_lane459,rx407:tx403
0,lane_to_serdes_map_fabric_lane204,rx408:tx412
0,lane_to_serdes_map_fabric_lane205,rx409:tx413
0,lane_to_serdes_map_fabric_lane206,rx410:tx414
0,lane_to_serdes_map_fabric_lane207,rx411:tx415
0,lane_to_serdes_map_fabric_lane460,rx412:tx408
0,lane_to_serdes_map_fabric_lane461,rx413:tx409
0,lane_to_serdes_map_fabric_lane462,rx414:tx410
0,lane_to_serdes_map_fabric_lane463,rx415:tx411
0,lane_to_serdes_map_fabric_lane208,rx416:tx423
0,lane_to_serdes_map_fabric_lane209,rx417:tx420
0,lane_to_serdes_map_fabric_lane210,rx418:tx421
0,lane_to_serdes_map_fabric_lane211,rx419:tx422
