Global_PortID,Logical_PortID,Port_Name,Supported_Port_Profiles,Attached_CoreID,Attached_Core_PortID,Virtual_Device_ID
39,39,fab1/23/2,36-37-41-42,,,0
2523,475,fab1/23/3,36-37-41-42,,,3
295,295,fab1/23/4,36-37-41-42,,,1
2271,223,fab1/23/5,36-37-41-42,,,2
35,35,fab1/23/6,36-37-41-42,,,0
2527,479,fab1/23/7,36-37-41-42,,,3
291,291,fab1/23/8,36-37-41-42,,,1
2259,211,fab1/24/1,36-37-41-42,,,2
47,47,fab1/24/2,36-37-41-42,,,0
2515,467,fab1/24/3,36-37-41-42,,,3
303,303,fab1/24/4,36-37-41-42,,,1
2263,215,fab1/24/5,36-37-41-42,,,2
43,43,fab1/24/6,36-37-41-42,,,0
2519,471,fab1/24/7,36-37-41-42,,,3
299,299,fab1/24/8,36-37-41-42,,,1
2504,456,fab1/25/1,36-37-41-42,,,3
308,308,fab1/25/2,36-37-41-42,,,1
2248,200,fab1/25/3,36-37-41-42,,,2
52,52,fab1/25/4,36-37-41-42,,,0
2508,460,fab1/25/5,36-37-41-42,,,3
304,304,fab1/25/6,36-37-41-42,,,1
2252,204,fab1/25/7,36-37-41-42,,,2
48,48,fab1/25/8,36-37-41-42,,,0
2496,448,fab1/26/1,36-37-41-42,,,3
316,316,fab1/26/2,36-37-41-42,,,1
2240,192,fab1/26/3,36-37-41-42,,,2
60,60,fab1/26/4,36-37-41-42,,,0
2500,452,fab1/26/5,36-37-41-42,,,3
312,312,fab1/26/6,36-37-41-42,,,1
2244,196,fab1/26/7,36-37-41-42,,,2
56,56,fab1/26/8,36-37-41-42,,,0
2505,457,fab1/27/1,36-37-41-42,,,3
309,309,fab1/27/2,36-37-41-42,,,1
2249,201,fab1/27/3,36-37-41-42,,,2
53,53,fab1/27/4,36-37-41-42,,,0
2509,461,fab1/27/5,36-37-41-42,,,3
305,305,fab1/27/6,36-37-41-42,,,1
2253,205,fab1/27/7,36-37-41-42,,,2
49,49,fab1/27/8,36-37-41-42,,,0
2497,449,fab1/28/1,36-37-41-42,,,3
317,317,fab1/28/2,36-37-41-42,,,1
2241,193,fab1/28/3,36-37-41-42,,,2
61,61,fab1/28/4,36-37-41-42,,,0
2501,453,fab1/28/5,36-37-41-42,,,3
313,313,fab1/28/6,36-37-41-42,,,1
2245,197,fab1/28/7,36-37-41-42,,,2
57,57,fab1/28/8,36-37-41-42,,,0
2250,202,fab1/29/1,36-37-41-42,,,2
54,54,fab1/29/2,36-37-41-42,,,0
2506,458,fab1/29/3,36-37-41-42,,,3
310,310,fab1/29/4,36-37-41-42,,,1
2254,206,fab1/29/5,36-37-41-42,,,2
50,50,fab1/29/6,36-37-41-42,,,0
2510,462,fab1/29/7,36-37-41-42,,,3
306,306,fab1/29/8,36-37-41-42,,,1
2242,194,fab1/30/1,36-37-41-42,,,2
62,62,fab1/30/2,36-37-41-42,,,0
2498,450,fab1/30/3,36-37-41-42,,,3
318,318,fab1/30/4,36-37-41-42,,,1
2246,198,fab1/30/5,36-37-41-42,,,2
58,58,fab1/30/6,36-37-41-42,,,0
2502,454,fab1/30/7,36-37-41-42,,,3
314,314,fab1/30/8,36-37-41-42,,,1
2251,203,fab1/31/1,36-37-41-42,,,2
55,55,fab1/31/2,36-37-41-42,,,0
2507,459,fab1/31/3,36-37-41-42,,,3
311,311,fab1/31/4,36-37-41-42,,,1
2255,207,fab1/31/5,36-37-41-42,,,2
51,51,fab1/31/6,36-37-41-42,,,0
2511,463,fab1/31/7,36-37-41-42,,,3
307,307,fab1/31/8,36-37-41-42,,,1
2243,195,fab1/32/1,36-37-41-42,,,2
63,63,fab1/32/2,36-37-41-42,,,0
2499,451,fab1/32/3,36-37-41-42,,,3
319,319,fab1/32/4,36-37-41-42,,,1
2247,199,fab1/32/5,36-37-41-42,,,2
59,59,fab1/32/6,36-37-41-42,,,0
2503,455,fab1/32/7,36-37-41-42,,,3
315,315,fab1/32/8,36-37-41-42,,,1
2488,440,fab1/33/1,36-37-41-42,,,3
324,324,fab1/33/2,36-37-41-42,,,1
2232,184,fab1/33/3,36-37-41-42,,,2
68,68,fab1/33/4,36-37-41-42,,,0
2492,444,fab1/33/5,36-37-41-42,,,3
320,320,fab1/33/6,36-37-41-42,,,1
2236,188,fab1/33/7,36-37-41-42,,,2
64,64,fab1/33/8,36-37-41-42,,,0
2480,432,fab1/34/1,36-37-41-42,,,3
332,332,fab1/34/2,36-37-41-42,,,1
2224,176,fab1/34/3,36-37-41-42,,,2
76,76,fab1/34/4,36-37-41-42,,,0
2484,436,fab1/34/5,36-37-41-42,,,3
328,328,fab1/34/6,36-37-41-42,,,1
2228,180,fab1/34/7,36-37-41-42,,,2
72,72,fab1/34/8,36-37-41-42,,,0
2489,441,fab1/35/1,36-37-41-42,,,3
325,325,fab1/35/2,36-37-41-42,,,1
2233,185,fab1/35/3,36-37-41-42,,,2
69,69,fab1/35/4,36-37-41-42,,,0
2493,445,fab1/35/5,36-37-41-42,,,3
321,321,fab1/35/6,36-37-41-42,,,1
2237,189,fab1/35/7,36-37-41-42,,,2
65,65,fab1/35/8,36-37-41-42,,,0
2481,433,fab1/36/1,36-37-41-42,,,3
333,333,fab1/36/2,36-37-41-42,,,1
2225,177,fab1/36/3,36-37-41-42,,,2
77,77,fab1/36/4,36-37-41-42,,,0
2485,437,fab1/36/5,36-37-41-42,,,3
329,329,fab1/36/6,36-37-41-42,,,1
2229,181,fab1/36/7,36-37-41-42,,,2
73,73,fab1/36/8,36-37-41-42,,,0
2234,186,fab1/37/1,36-37-41-42,,,2
70,70,fab1/37/2,36-37-41-42,,,0
2490,442,fab1/37/3,36-37-41-42,,,3
326,326,fab1/37/4,36-37-41-42,,,1
2238,190,fab1/37/5,36-37-41-42,,,2
66,66,fab1/37/6,36-37-41-42,,,0
2494,446,fab1/37/7,36-37-41-42,,,3
322,322,fab1/37/8,36-37-41-42,,,1
2226,178,fab1/38/1,36-37-41-42,,,2
78,78,fab1/38/2,36-37-41-42,,,0
2482,434,fab1/38/3,36-37-41-42,,,3
334,334,fab1/38/4,36-37-41-42,,,1
2230,182,fab1/38/5,36-37-41-42,,,2
74,74,fab1/38/6,36-37-41-42,,,0
2486,438,fab1/38/7,36-37-41-42,,,3
330,330,fab1/38/8,36-37-41-42,,,1
2235,187,fab1/39/1,36-37-41-42,,,2
71,71,fab1/39/2,36-37-41-42,,,0
2491,443,fab1/39/3,36-37-41-42,,,3
327,327,fab1/39/4,36-37-41-42,,,1
2239,191,fab1/39/5,36-37-41-42,,,2
67,67,fab1/39/6,36-37-41-42,,,0
2495,447,fab1/39/7,36-37-41-42,,,3
323,323,fab1/39/8,36-37-41-42,,,1
2227,179,fab1/40/1,36-37-41-42,,,2
79,79,fab1/40/2,36-37-41-42,,,0
2483,435,fab1/40/3,36-37-41-42,,,3
335,335,fab1/40/4,36-37-41-42,,,1
2231,183,fab1/40/5,36-37-41-42,,,2
75,75,fab1/40/6,36-37-41-42,,,0
2487,439,fab1/40/7,36-37-41-42,,,3
331,331,fab1/40/8,36-37-41-42,,,1
2472,424,fab1/41/1,36-37-41-42,,,3
340,340,fab1/41/2,36-37-41-42,,,1
2216,168,fab1/41/3,36-37-41-42,,,2
84,84,fab1/41/4,36-37-41-42,,,0
2476,428,fab1/41/5,36-37-41-42,,,3
336,336,fab1/41/6,36-37-41-42,,,1
2220,172,fab1/41/7,36-37-41-42,,,2
80,80,fab1/41/8,36-37-41-42,,,0
2464,416,fab1/42/1,36-37-41-42,,,3
348,348,fab1/42/2,36-37-41-42,,,1
2208,160,fab1/42/3,36-37-41-42,,,2
92,92,fab1/42/4,36-37-41-42,,,0
2468,420,fab1/42/5,36-37-41-42,,,3
344,344,fab1/42/6,36-37-41-42,,,1
2212,164,fab1/42/7,36-37-41-42,,,2
88,88,fab1/42/8,36-37-41-42,,,0
2473,425,fab1/43/1,36-37-41-42,,,3
341,341,fab1/43/2,36-37-41-42,,,1
2217,169,fab1/43/3,36-37-41-42,,,2
85,85,fab1/43/4,36-37-41-42,,,0
2477,429,fab1/43/5,36-37-41-42,,,3
337,337,fab1/43/6,36-37-41-42,,,1
2221,173,fab1/43/7,36-37-41-42,,,2
81,81,fab1/43/8,36-37-41-42,,,0
2465,417,fab1/44/1,36-37-41-42,,,3
349,349,fab1/44/2,36-37-41-42,,,1
2209,161,fab1/44/3,36-37-41-42,,,2
93,93,fab1/44/4,36-37-41-42,,,0
2469,421,fab1/44/5,36-37-41-42,,,3
345,345,fab1/44/6,36-37-41-42,,,1
2213,165,fab1/44/7,36-37-41-42,,,2
89,89,fab1/44/8,36-37-41-42,,,0
2218,170,fab1/45/1,36-37-41-42,,,2
86,86,fab1/45/2,36-37-41-42,,,0
2474,426,fab1/45/3,36-37-41-42,,,3
342,342,fab1/45/4,36-37-41-42,,,1
2222,174,fab1/45/5,36-37-41-42,,,2
82,82,fab1/45/6,36-37-41-42,,,0
2478,430,fab1/45/7,36-37-41-42,,,3
338,338,fab1/45/8,36-37-41-42,,,1
2210,162,fab1/46/1,36-37-41-42,,,2
94,94,fab1/46/2,36-37-41-42,,,0
2466,418,fab1/46/3,36-37-41-42,,,3
350,350,fab1/46/4,36-37-41-42,,,1
2214,166,fab1/46/5,36-37-41-42,,,2
90,90,fab1/46/6,36-37-41-42,,,0
2470,422,fab1/46/7,36-37-41-42,,,3
346,346,fab1/46/8,36-37-41-42,,,1
2219,171,fab1/47/1,36-37-41-42,,,2
87,87,fab1/47/2,36-37-41-42,,,0
2475,427,fab1/47/3,36-37-41-42,,,3
343,343,fab1/47/4,36-37-41-42,,,1
2223,175,fab1/47/5,36-37-41-42,,,2
83,83,fab1/47/6,36-37-41-42,,,0
2479,431,fab1/47/7,36-37-41-42,,,3
339,339,fab1/47/8,36-37-41-42,,,1
2211,163,fab1/48/1,36-37-41-42,,,2
95,95,fab1/48/2,36-37-41-42,,,0
2467,419,fab1/48/3,36-37-41-42,,,3
351,351,fab1/48/4,36-37-41-42,,,1
2215,167,fab1/48/5,36-37-41-42,,,2
91,91,fab1/48/6,36-37-41-42,,,0
2471,423,fab1/48/7,36-37-41-42,,,3
347,347,fab1/48/8,36-37-41-42,,,1
2456,408,fab1/49/1,36-37-41-42,,,3
356,356,fab1/49/2,36-37-41-42,,,1
2200,152,fab1/49/3,36-37-41-42,,,2
100,100,fab1/49/4,36-37-41-42,,,0
2460,412,fab1/49/5,36-37-41-42,,,3
352,352,fab1/49/6,36-37-41-42,,,1
2204,156,fab1/49/7,36-37-41-42,,,2
96,96,fab1/49/8,36-37-41-42,,,0
2448,400,fab1/50/1,36-37-41-42,,,3
364,364,fab1/50/2,36-37-41-42,,,1
2192,144,fab1/50/3,36-37-41-42,,,2
108,108,fab1/50/4,36-37-41-42,,,0
2452,404,fab1/50/5,36-37-41-42,,,3
360,360,fab1/50/6,36-37-41-42,,,1
2196,148,fab1/50/7,36-37-41-42,,,2
104,104,fab1/50/8,36-37-41-42,,,0
2457,409,fab1/51/1,36-37-41-42,,,3
357,357,fab1/51/2,36-37-41-42,,,1
2201,153,fab1/51/3,36-37-41-42,,,2
101,101,fab1/51/4,36-37-41-42,,,0
2461,413,fab1/51/5,36-37-41-42,,,3
353,353,fab1/51/6,36-37-41-42,,,1
2205,157,fab1/51/7,36-37-41-42,,,2
97,97,fab1/51/8,36-37-41-42,,,0
2449,401,fab1/52/1,36-37-41-42,,,3
365,365,fab1/52/2,36-37-41-42,,,1
2193,145,fab1/52/3,36-37-41-42,,,2
109,109,fab1/52/4,36-37-41-42,,,0
2453,405,fab1/52/5,36-37-41-42,,,3
361,361,fab1/52/6,36-37-41-42,,,1
2197,149,fab1/52/7,36-37-41-42,,,2
105,105,fab1/52/8,36-37-41-42,,,0
2202,154,fab1/53/1,36-37-41-42,,,2
102,102,fab1/53/2,36-37-41-42,,,0
2458,410,fab1/53/3,36-37-41-42,,,3
358,358,fab1/53/4,36-37-41-42,,,1
2206,158,fab1/53/5,36-37-41-42,,,2
98,98,fab1/53/6,36-37-41-42,,,0
2462,414,fab1/53/7,36-37-41-42,,,3
354,354,fab1/53/8,36-37-41-42,,,1
2194,146,fab1/54/1,36-37-41-42,,,2
110,110,fab1/54/2,36-37-41-42,,,0
2450,402,fab1/54/3,36-37-41-42,,,3
366,366,fab1/54/4,36-37-41-42,,,1
2198,150,fab1/54/5,36-37-41-42,,,2
106,106,fab1/54/6,36-37-41-42,,,0
2454,406,fab1/54/7,36-37-41-42,,,3
362,362,fab1/54/8,36-37-41-42,,,1
2203,155,fab1/55/1,36-37-41-42,,,2
103,103,fab1/55/2,36-37-41-42,,,0
2459,411,fab1/55/3,36-37-41-42,,,3
359,359,fab1/55/4,36-37-41-42,,,1
2207,159,fab1/55/5,36-37-41-42,,,2
99,99,fab1/55/6,36-37-41-42,,,0
2463,415,fab1/55/7,36-37-41-42,,,3
355,355,fab1/55/8,36-37-41-42,,,1
2195,147,fab1/56/1,36-37-41-42,,,2
111,111,fab1/56/2,36-37-41-42,,,0
2451,403,fab1/56/3,36-37-41-42,,,3
367,367,fab1/56/4,36-37-41-42,,,1
2199,151,fab1/56/5,36-37-41-42,,,2
107,107,fab1/56/6,36-37-41-42,,,0
2455,407,fab1/56/7,36-37-41-42,,,3
363,363,fab1/56/8,36-37-41-42,,,1
2440,392,fab1/57/1,36-37-41-42,,,3
372,372,fab1/57/2,36-37-41-42,,,1
2186,138,fab1/57/3,36-37-41-42,,,2
118,118,fab1/57/4,36-37-41-42,,,0
2444,396,fab1/57/5,36-37-41-42,,,3
368,368,fab1/57/6,36-37-41-42,,,1
2190,142,fab1/57/7,36-37-41-42,,,2
114,114,fab1/57/8,36-37-41-42,,,0
2432,384,fab1/58/1,36-37-41-42,,,3
380,380,fab1/58/2,36-37-41-42,,,1
2178,130,fab1/58/3,36-37-41-42,,,2
126,126,fab1/58/4,36-37-41-42,,,0
2436,388,fab1/58/5,36-37-41-42,,,3
376,376,fab1/58/6,36-37-41-42,,,1
2182,134,fab1/58/7,36-37-41-42,,,2
122,122,fab1/58/8,36-37-41-42,,,0
2441,393,fab1/59/1,36-37-41-42,,,3
373,373,fab1/59/2,36-37-41-42,,,1
2187,139,fab1/59/3,36-37-41-42,,,2
119,119,fab1/59/4,36-37-41-42,,,0
2445,397,fab1/59/5,36-37-41-42,,,3
369,369,fab1/59/6,36-37-41-42,,,1
2191,143,fab1/59/7,36-37-41-42,,,2
115,115,fab1/59/8,36-37-41-42,,,0
2433,385,fab1/60/1,36-37-41-42,,,3
381,381,fab1/60/2,36-37-41-42,,,1
2179,131,fab1/60/3,36-37-41-42,,,2
127,127,fab1/60/4,36-37-41-42,,,0
2437,389,fab1/60/5,36-37-41-42,,,3
377,377,fab1/60/6,36-37-41-42,,,1
2183,135,fab1/60/7,36-37-41-42,,,2
123,123,fab1/60/8,36-37-41-42,,,0
2188,140,fab1/61/1,36-37-41-42,,,2
112,112,fab1/61/2,36-37-41-42,,,0
2446,398,fab1/61/3,36-37-41-42,,,3
370,370,fab1/61/4,36-37-41-42,,,1
2184,136,fab1/61/5,36-37-41-42,,,2
116,116,fab1/61/6,36-37-41-42,,,0
2442,394,fab1/61/7,36-37-41-42,,,3
374,374,fab1/61/8,36-37-41-42,,,1
2180,132,fab1/62/1,36-37-41-42,,,2
120,120,fab1/62/2,36-37-41-42,,,0
2438,390,fab1/62/3,36-37-41-42,,,3
378,378,fab1/62/4,36-37-41-42,,,1
2176,128,fab1/62/5,36-37-41-42,,,2
124,124,fab1/62/6,36-37-41-42,,,0
2434,386,fab1/62/7,36-37-41-42,,,3
382,382,fab1/62/8,36-37-41-42,,,1
2189,141,fab1/63/1,36-37-41-42,,,2
113,113,fab1/63/2,36-37-41-42,,,0
2447,399,fab1/63/3,36-37-41-42,,,3
371,371,fab1/63/4,36-37-41-42,,,1
2185,137,fab1/63/5,36-37-41-42,,,2
117,117,fab1/63/6,36-37-41-42,,,0
2443,395,fab1/63/7,36-37-41-42,,,3
375,375,fab1/63/8,36-37-41-42,,,1
2181,133,fab1/64/1,36-37-41-42,,,2
121,121,fab1/64/2,36-37-41-42,,,0
2439,391,fab1/64/3,36-37-41-42,,,3
379,379,fab1/64/4,36-37-41-42,,,1
2177,129,fab1/64/5,36-37-41-42,,,2
125,125,fab1/64/6,36-37-41-42,,,0
2435,387,fab1/64/7,36-37-41-42,,,3
383,383,fab1/64/8,36-37-41-42,,,1
2430,382,fab1/65/1,36-37-41-42,,,3
386,386,fab1/65/2,36-37-41-42,,,1
2172,124,fab1/65/3,36-37-41-42,,,2
128,128,fab1/65/4,36-37-41-42,,,0
2426,378,fab1/65/5,36-37-41-42,,,3
390,390,fab1/65/6,36-37-41-42,,,1
2168,120,fab1/65/7,36-37-41-42,,,2
132,132,fab1/65/8,36-37-41-42,,,0
2422,374,fab1/66/1,36-37-41-42,,,3
394,394,fab1/66/2,36-37-41-42,,,1
2164,116,fab1/66/3,36-37-41-42,,,2
136,136,fab1/66/4,36-37-41-42,,,0
2418,370,fab1/66/5,36-37-41-42,,,3
398,398,fab1/66/6,36-37-41-42,,,1
2160,112,fab1/66/7,36-37-41-42,,,2
140,140,fab1/66/8,36-37-41-42,,,0
2431,383,fab1/67/1,36-37-41-42,,,3
387,387,fab1/67/2,36-37-41-42,,,1
2173,125,fab1/67/3,36-37-41-42,,,2
129,129,fab1/67/4,36-37-41-42,,,0
2427,379,fab1/67/5,36-37-41-42,,,3
391,391,fab1/67/6,36-37-41-42,,,1
2169,121,fab1/67/7,36-37-41-42,,,2
133,133,fab1/67/8,36-37-41-42,,,0
2423,375,fab1/68/1,36-37-41-42,,,3
395,395,fab1/68/2,36-37-41-42,,,1
2165,117,fab1/68/3,36-37-41-42,,,2
137,137,fab1/68/4,36-37-41-42,,,0
2419,371,fab1/68/5,36-37-41-42,,,3
399,399,fab1/68/6,36-37-41-42,,,1
2161,113,fab1/68/7,36-37-41-42,,,2
141,141,fab1/68/8,36-37-41-42,,,0
2170,122,fab1/69/1,36-37-41-42,,,2
134,134,fab1/69/2,36-37-41-42,,,0
2424,376,fab1/69/3,36-37-41-42,,,3
388,388,fab1/69/4,36-37-41-42,,,1
2174,126,fab1/69/5,36-37-41-42,,,2
130,130,fab1/69/6,36-37-41-42,,,0
2428,380,fab1/69/7,36-37-41-42,,,3
384,384,fab1/69/8,36-37-41-42,,,1
2162,114,fab1/70/1,36-37-41-42,,,2
142,142,fab1/70/2,36-37-41-42,,,0
2416,368,fab1/70/3,36-37-41-42,,,3
396,396,fab1/70/4,36-37-41-42,,,1
2166,118,fab1/70/5,36-37-41-42,,,2
138,138,fab1/70/6,36-37-41-42,,,0
2420,372,fab1/70/7,36-37-41-42,,,3
392,392,fab1/70/8,36-37-41-42,,,1
2171,123,fab1/71/1,36-37-41-42,,,2
135,135,fab1/71/2,36-37-41-42,,,0
2425,377,fab1/71/3,36-37-41-42,,,3
389,389,fab1/71/4,36-37-41-42,,,1
2175,127,fab1/71/5,36-37-41-42,,,2
131,131,fab1/71/6,36-37-41-42,,,0
2429,381,fab1/71/7,36-37-41-42,,,3
385,385,fab1/71/8,36-37-41-42,,,1
2163,115,fab1/72/1,36-37-41-42,,,2
143,143,fab1/72/2,36-37-41-42,,,0
2417,369,fab1/72/3,36-37-41-42,,,3
397,397,fab1/72/4,36-37-41-42,,,1
2167,119,fab1/72/5,36-37-41-42,,,2
139,139,fab1/72/6,36-37-41-42,,,0
2421,373,fab1/72/7,36-37-41-42,,,3
393,393,fab1/72/8,36-37-41-42,,,1
2408,360,fab1/73/1,36-37-41-42,,,3
404,404,fab1/73/2,36-37-41-42,,,1
2152,104,fab1/73/3,36-37-41-42,,,2
148,148,fab1/73/4,36-37-41-42,,,0
2412,364,fab1/73/5,36-37-41-42,,,3
400,400,fab1/73/6,36-37-41-42,,,1
2156,108,fab1/73/7,36-37-41-42,,,2
144,144,fab1/73/8,36-37-41-42,,,0
2400,352,fab1/74/1,36-37-41-42,,,3
412,412,fab1/74/2,36-37-41-42,,,1
2144,96,fab1/74/3,36-37-41-42,,,2
156,156,fab1/74/4,36-37-41-42,,,0
2404,356,fab1/74/5,36-37-41-42,,,3
408,408,fab1/74/6,36-37-41-42,,,1
2148,100,fab1/74/7,36-37-41-42,,,2
152,152,fab1/74/8,36-37-41-42,,,0
2409,361,fab1/75/1,36-37-41-42,,,3
405,405,fab1/75/2,36-37-41-42,,,1
2153,105,fab1/75/3,36-37-41-42,,,2
149,149,fab1/75/4,36-37-41-42,,,0
2413,365,fab1/75/5,36-37-41-42,,,3
401,401,fab1/75/6,36-37-41-42,,,1
2157,109,fab1/75/7,36-37-41-42,,,2
145,145,fab1/75/8,36-37-41-42,,,0
2401,353,fab1/76/1,36-37-41-42,,,3
413,413,fab1/76/2,36-37-41-42,,,1
2145,97,fab1/76/3,36-37-41-42,,,2
157,157,fab1/76/4,36-37-41-42,,,0
2405,357,fab1/76/5,36-37-41-42,,,3
409,409,fab1/76/6,36-37-41-42,,,1
2149,101,fab1/76/7,36-37-41-42,,,2
153,153,fab1/76/8,36-37-41-42,,,0
2154,106,fab1/77/1,36-37-41-42,,,2
150,150,fab1/77/2,36-37-41-42,,,0
2410,362,fab1/77/3,36-37-41-42,,,3
406,406,fab1/77/4,36-37-41-42,,,1
2158,110,fab1/77/5,36-37-41-42,,,2
146,146,fab1/77/6,36-37-41-42,,,0
2414,366,fab1/77/7,36-37-41-42,,,3
402,402,fab1/77/8,36-37-41-42,,,1
2146,98,fab1/78/1,36-37-41-42,,,2
158,158,fab1/78/2,36-37-41-42,,,0
2402,354,fab1/78/3,36-37-41-42,,,3
414,414,fab1/78/4,36-37-41-42,,,1
2150,102,fab1/78/5,36-37-41-42,,,2
154,154,fab1/78/6,36-37-41-42,,,0
2406,358,fab1/78/7,36-37-41-42,,,3
410,410,fab1/78/8,36-37-41-42,,,1
2155,107,fab1/79/1,36-37-41-42,,,2
151,151,fab1/79/2,36-37-41-42,,,0
2411,363,fab1/79/3,36-37-41-42,,,3
407,407,fab1/79/4,36-37-41-42,,,1
2159,111,fab1/79/5,36-37-41-42,,,2
147,147,fab1/79/6,36-37-41-42,,,0
2415,367,fab1/79/7,36-37-41-42,,,3
403,403,fab1/79/8,36-37-41-42,,,1
2147,99,fab1/80/1,36-37-41-42,,,2
159,159,fab1/80/2,36-37-41-42,,,0
2403,355,fab1/80/3,36-37-41-42,,,3
415,415,fab1/80/4,36-37-41-42,,,1
2151,103,fab1/80/5,36-37-41-42,,,2
155,155,fab1/80/6,36-37-41-42,,,0
2407,359,fab1/80/7,36-37-41-42,,,3
411,411,fab1/80/8,36-37-41-42,,,1
2392,344,fab1/81/1,36-37-41-42,,,3
420,420,fab1/81/2,36-37-41-42,,,1
2136,88,fab1/81/3,36-37-41-42,,,2
164,164,fab1/81/4,36-37-41-42,,,0
2396,348,fab1/81/5,36-37-41-42,,,3
416,416,fab1/81/6,36-37-41-42,,,1
2140,92,fab1/81/7,36-37-41-42,,,2
160,160,fab1/81/8,36-37-41-42,,,0
2384,336,fab1/82/1,36-37-41-42,,,3
428,428,fab1/82/2,36-37-41-42,,,1
2128,80,fab1/82/3,36-37-41-42,,,2
172,172,fab1/82/4,36-37-41-42,,,0
2388,340,fab1/82/5,36-37-41-42,,,3
424,424,fab1/82/6,36-37-41-42,,,1
2132,84,fab1/82/7,36-37-41-42,,,2
168,168,fab1/82/8,36-37-41-42,,,0
2393,345,fab1/83/1,36-37-41-42,,,3
421,421,fab1/83/2,36-37-41-42,,,1
2137,89,fab1/83/3,36-37-41-42,,,2
165,165,fab1/83/4,36-37-41-42,,,0
2397,349,fab1/83/5,36-37-41-42,,,3
417,417,fab1/83/6,36-37-41-42,,,1
2141,93,fab1/83/7,36-37-41-42,,,2
161,161,fab1/83/8,36-37-41-42,,,0
2385,337,fab1/84/1,36-37-41-42,,,3
429,429,fab1/84/2,36-37-41-42,,,1
2129,81,fab1/84/3,36-37-41-42,,,2
173,173,fab1/84/4,36-37-41-42,,,0
2389,341,fab1/84/5,36-37-41-42,,,3
425,425,fab1/84/6,36-37-41-42,,,1
2133,85,fab1/84/7,36-37-41-42,,,2
169,169,fab1/84/8,36-37-41-42,,,0
2138,90,fab1/85/1,36-37-41-42,,,2
166,166,fab1/85/2,36-37-41-42,,,0
2394,346,fab1/85/3,36-37-41-42,,,3
422,422,fab1/85/4,36-37-41-42,,,1
2142,94,fab1/85/5,36-37-41-42,,,2
162,162,fab1/85/6,36-37-41-42,,,0
2398,350,fab1/85/7,36-37-41-42,,,3
418,418,fab1/85/8,36-37-41-42,,,1
2130,82,fab1/86/1,36-37-41-42,,,2
174,174,fab1/86/2,36-37-41-42,,,0
2386,338,fab1/86/3,36-37-41-42,,,3
