TcvrId,TcvrLaneIdList,PimId,AccessControllerId,AccessControlType,ResetPath,ResetMask,ResetHoldHi,PresentPath,PresentMask,PresentHoldHi,IoControllerId,IoControlType,IoPath,LedId,LedBluePath,LedYellowPath
57,1 2 3 4,1,57,CPLD,/run/devmap/xcvrs/xcvr_ctrl_57/xcvr57_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_57/xcvr57_present,1,0,57,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH0,114,/sys/class/leds/port57_led2:blue:status,/sys/class/leds/port57_led2:yellow:status
58,1 2 3 4,1,58,CPLD,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr58_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr58_present,1,0,58,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH1,115,/sys/class/leds/port58_led1:blue:status,/sys/class/leds/port58_led1:yellow:status
58,1 2 3 4,1,58,CPLD,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr58_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_58/xcvr58_present,1,0,58,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH1,116,/sys/class/leds/port58_led2:blue:status,/sys/class/leds/port58_led2:yellow:status
59,1 2 3 4,1,59,CPLD,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr59_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr59_present,1,0,59,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH2,117,/sys/class/leds/port59_led1:blue:status,/sys/class/leds/port59_led1:yellow:status
59,1 2 3 4,1,59,CPLD,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr59_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_59/xcvr59_present,1,0,59,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH2,118,/sys/class/leds/port59_led2:blue:status,/sys/class/leds/port59_led2:yellow:status
60,1 2 3 4,1,60,CPLD,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr60_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr60_present,1,0,60,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH3,119,/sys/class/leds/port60_led1:blue:status,/sys/class/leds/port60_led1:yellow:status
60,1 2 3 4,1,60,CPLD,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr60_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_60/xcvr60_present,1,0,60,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH3,120,/sys/class/leds/port60_led2:blue:status,/sys/class/leds/port60_led2:yellow:status
61,1 2 3 4,1,61,CPLD,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr61_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr61_present,1,0,61,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH4,121,/sys/class/leds/port61_led1:blue:status,/sys/class/leds/port61_led1:yellow:status
61,1 2 3 4,1,61,CPLD,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr61_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_61/xcvr61_present,1,0,61,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH4,122,/sys/class/leds/port61_led2:blue:status,/sys/class/leds/port61_led2:yellow:status
62,1 2 3 4,1,62,CPLD,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr62_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr62_present,1,0,62,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH5,123,/sys/class/leds/port62_led1:blue:status,/sys/class/leds/port62_led1:yellow:status
62,1 2 3 4,1,62,CPLD,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr62_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_62/xcvr62_present,1,0,62,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH5,124,/sys/class/leds/port62_led2:blue:status,/sys/class/leds/port62_led2:yellow:status
63,1 2 3 4,1,63,CPLD,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr63_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr63_present,1,0,63,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH6,125,/sys/class/leds/port63_led1:blue:status,/sys/class/leds/port63_led1:yellow:status
63,1 2 3 4,1,63,CPLD,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr63_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_63/xcvr63_present,1,0,63,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH6,126,/sys/class/leds/port63_led2:blue:status,/sys/class/leds/port63_led2:yellow:status
64,1 2 3 4,1,64,CPLD,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr64_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr64_present,1,0,64,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH7,127,/sys/class/leds/port64_led1:blue:status,/sys/class/leds/port64_led1:yellow:status
64,1 2 3 4,1,64,CPLD,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr64_reset,1,0,/run/devmap/xcvrs/xcvr_ctrl_64/xcvr64_present,1,0,64,I2C,/run/devmap/i2c-busses/MERU800BIA_SMB_FPGA_SMBUS10_CH7,128,/sys/class/leds/port64_led2:blue:status,/sys/class/leds/port64_led2:yellow:status
